system   D            wsystem.c:583  maybe_parent_dir                 [   0.00137] Also searching C:\Users\Mike\Documents\GitHub\Vintage-RPG\
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.22807] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.22811] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.22910] Glyph 80: 14x12 (16x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.22932] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.22936] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.23022] Glyph 53: 14x15 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.23047] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.23052] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.23129] Glyph 88: 10x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.23152] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.23155] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   3.23234] Glyph 81: 10x12 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.23256] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.23260] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   3.23403] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   3.23408] _al_d3d_sync_bitmap (video) ref count == 2
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [   4.22316] destroying display 029353D0 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.22329] converting display bitmap 04DF6F68 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.22394] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.22396] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.22457] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.22484] converting display bitmap 04DB2840 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.22542] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.22544] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.22593] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.22637] converting display bitmap 04DB4548 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.22696] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.22698] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.22777] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.22808] converting display bitmap 04D703E0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.22871] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.22873] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.22926] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.22971] converting display bitmap 0293C188 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.22978] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.22979] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23011] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.23025] converting display bitmap 04365DF0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.23071] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.23074] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23108] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.23125] converting display bitmap 04363888 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.23133] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.23134] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23161] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.23175] converting display bitmap 04363058 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.23182] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.23184] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23208] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.23224] converting display bitmap 043591C8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.23243] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.23244] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23273] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.23289] converting display bitmap 04352C20 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.23307] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.23309] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23337] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.23354] converting display bitmap 0293ED78 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.23361] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.23363] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23388] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.23404] converting display bitmap 0293EBA0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.23499] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.23501] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23564] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.23603] converting display bitmap 0293E968 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.23643] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.23645] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23685] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.23722] converting display bitmap 0293E7A0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.23729] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.23731] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23761] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.23820] converting display bitmap 0293E5C8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.23840] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.23842] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23874] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.23929] converting display bitmap 0293E400 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.23936] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.23938] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.23967] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   4.24030] converting display bitmap 04324FE0 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   4.24038] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   4.24040] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   4.24071] d3d_destroy_bitmap: Release video texture failed.
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [   4.24084] waiting for display 029353D0's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [   4.24969] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [   4.25604] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26268] removed dtor for object 0293AA70
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26274] removed dtor for object 0293A8A8
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26288] removed dtor for object 04D6B588
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26366] removed dtor for object 043591C8
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26370] removed dtor for object 0293C188
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26373] removed dtor for object 04363058
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26376] removed dtor for object 04363888
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26379] removed dtor for object 04365DF0
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26384] removed dtor for object 0293E5C8
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26386] removed dtor for object 0293ED78
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26389] removed dtor for object 0293E7A0
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26392] removed dtor for object 0293E400
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26395] removed dtor for object 04324FE0
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26399] removed dtor for object 0293E968
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26405] removed dtor for object 0293EBA0
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26416] removed dtor for object 04352C20
dtor     D               dtor.c:114  _al_run_destructors              [   4.26429] calling dtor for object 04D43748, func 0F341B63
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26431] removed dtor for object 04D43748
dtor     D               dtor.c:114  _al_run_destructors              [   4.26473] calling dtor for object 04D1B610, func 0F341B63
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26475] removed dtor for object 04D1B610
dtor     D               dtor.c:114  _al_run_destructors              [   4.26516] calling dtor for object 04CF3638, func 0F341B63
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26518] removed dtor for object 04CF3638
dtor     D               dtor.c:114  _al_run_destructors              [   4.26557] calling dtor for object 04CCB6E0, func 0F341B63
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26559] removed dtor for object 04CCB6E0
dtor     D               dtor.c:114  _al_run_destructors              [   4.26617] calling dtor for object 04CA3A70, func 0F341B63
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26619] removed dtor for object 04CA3A70
dtor     D               dtor.c:114  _al_run_destructors              [   4.26645] calling dtor for object 0441AC18, func 0F341B63
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26646] removed dtor for object 0441AC18
dtor     D               dtor.c:114  _al_run_destructors              [   4.26686] calling dtor for object 043F2C28, func 0F341B63
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26688] removed dtor for object 043F2C28
dtor     D               dtor.c:114  _al_run_destructors              [   4.26725] calling dtor for object 043CA458, func 0F341B63
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26727] removed dtor for object 043CA458
dtor     D               dtor.c:114  _al_run_destructors              [   4.26780] calling dtor for object 043A2710, func 0F341B63
dtor     D               dtor.c:214  _al_unregister_destructor        [   4.26782] removed dtor for object 043A2710
